									
1	1	ENGLISH	CHINESE WORD/WORDS	Cartoon name (SWF)	MP4		PINYIN		
1	2	YOU 	NI	You(ni)_rev.swf	You(ni)1.mp4		nǐ​		
1	3	GOOD	HAO 	GOOD (HAO).swf	Good(h_o)_rev.mp4		​hǎo​		
1	4	HELLO, GREETINGS	NI HAO , NIHAO	HELLO, GREETINGS (NI HAO).swf	HELLO_GREETINGS(ni_hao)_rev_1.mp4	HELLO, GREETINGS,(ni hao)_rev.mp4	nǐ ​hǎo ​		
1	5	QUESTION TAG, QUESTION	MA 	QUESTION TAG (MA).swf	QUESTION TAG (MA).mp4		ma​		
1	6	HOW ARE YOU?	NI HAO MA , NIHAO	How Are You (nihaoma).swf	How_Are_You(nihaoma).mp4		nǐ ​hǎo ​ma​		
1	7	I, ME	WO 	I(wo)2RotateEye_rev.swf	I(wo)2RotateEye_rev.mp4		wǒ​		
1	8	VERY 	HEN 	Very - hen.swf	very(hen)1.mp4		hěn​		
1	9	I’M FINE 	WO HEN HAO	I'M FINE (WO HEN HAO).swf	I_M FINE(wo hen hao)_rev.mp4	IM_FINE(wo_hen_hao)_rev.mp4	wǒ​ hén​ hǎo		
1	10	WHICH 	NA 	Which - na.swf	Which-na.mp4		nǎ​		
1	11	COME 	LAI	COME (LAI).swf	Come(lai)_rev.mp4	Come(lái)1.mp4	lái​		
1	12	CHINESE MILE, INSIDE, PLACE	LI 	Chinese mile, Inside, place(li)_rev.swf	Chinese mile, Inside, place(li)_rev.mp4		lǐ​		
1	13	SINCE, FROM	CONG 	SINCE, FROM (CONG).swf	Since, From(cong)-NOSOUND.mp4	Since, From(cong)1_rev.mp4	cóng​		
1	14	WHERE ARE YOU FROM?	NI CONG NA LI LAI , NI CONG NALI LAI	WHERE ARE YOU FROM (NI CONG NA LI LAI).swf	Where_Are_You_From(nǐ cóng nǎ lǐ lái).mp4		nǐ​ cóng​ nǎ​ lǐ​ lái​		
1	15	NEGATIVE PREFIX	BU 	Negative prefix (bù).swf	Negative prefix(no bù)1_rev.mp4		bù​		
1	16	WILL, CAN 	HUI 	Will or Can - Hui.swf	Will(hui)1.mp4		huì​		
1	17	SAY, SPEAK	SHUO 	Say (shuo).swf	Say(shuo)1_rev.mp4		shuō​ 		
1	18	CHINESE	HUA 	Chinese-adj (hua).swf	Chinese-adj(hua)2fla.mp4		huá​		
1	19	LANGUAGE	YU 	Language, words(yu)_rev.swf	Language, words(yu)_rev.mp4		yǔ​		
1	20	CHINESE (LANGUAGE)	HUA YU	Chinese Language (hua yu).swf	Chinese_(language)(hua_yl)_rev.mp4		huá​ yǔ​ 		
1	21	I DO NOT SPEAK CHINESE	WO BU HUI SHUO HUA YU , WO BU HUI SHUO HUAYU	I Do not speak chinese (wo bu hui shuo hua yu).swf	I Do not speak chinese (wo bu hui shuo hua yu).mp4		wǒ​ bù​ huì​ shuō​ huá​ yǔ​		
1	22	HIGHEST 	TAI 	Highest, Greatest (tai).swf	highest_greatest_(tai_tger)_rev_2.mp4		tài​ 		
1	23	TALK, SAY, BE CALLED	JIANG 	Talk, say, be called (jiang).swf	Talk_say_be_called(jiang)_rev.mp4	Talk, say, be called(jiang).mp4	jiǎng​ 		
1	24	I DO NOT SPEAK MUCH CHINESE	WO BU TAI HUI JIANG HUA YU , WO BU TAI HUI JIANG HUAYU , WO BU TAI HUI SHUO HUA YU, WO BU TAI HUI SHUO HUAYU	I Do not speak much chinese (wo bu tai hui jiang hua yu ma).swf	I Do not speak much chinese (wo bu tai hui jiang hua yu ma).mp4		wǒ​ bù tài​ huì​ jiǎng​ huá​ yǔ​		
1	25	KNOW, UNDERSTAND 	DONG	Know, understand (dong).swf	Know, understand(dong)1_rev.mp4		dǒng​ 		
1	26	WHAT 	SHEN ME , SHENME	What(shen me)_rev.swf	What(shen me)-b_rev_1-NOSOUND.mp4	What(shen me)2.mp4	shěn​ me		
1	27	I DO NOT UNDERSTAND WHAT YOU ARE SAYING	WO BU DONG NI SHUO SHEN ME , WO BU DONG NI SHUO SHENME	I do not understand what you are saying.swf	I do not understand what you are saying.mp4		wǒ​ bù dǒng​ nǐ​ shuō​ shén​ me		
1	28	PLEASE, INVITE	QING 	Please, invite.swf	Please, invite.mp4		qǐng​		
1	29	ALLOW , LET	RANG 	ALLOW (RANG).swf	allow(rang)_rev.mp4		ràng​		
1	30	LOOK 	KAN 	look(kan)_rev.swf	look(kan)_rev.mp4		kàn​		
1	31	PLEASE LET ME HAVE A LOOK	QING RANG WO KAN KAN , QING RANG WO KANKAN	Please Let me have a look (qing rang wo kan kan).swf	Please Let me have a look (qing rang wo kan kan).mp4		qǐng​ ràng​ wǒ​ kan4 kan4		
2	33	ARRIVE, TO	DAO	ARRIVE (DAO).swf	Arrive_To_Till(dao)2_rev.mp4		dào​		
2	34	BRING, TAKE (TO SOMEWHERE)	DAI 	Bring take (to somewhere) dai.swf	Bring_take(to_somewhere)_dai_rev.mp4		dài​		
2	35	THIS	ZHE	This (zhe).swf	This(zhe)1.mp4		zhè​ 		
2	36	 PLEASE TAKE ME TO HERE (SHOWS ADDRESS WRITTEN OUT)	QING DAI WO DAO ZHE LI	Please take me to here (qing dai wo dao zhe li).swf	Please take me to here (qing dai wo dao zhe li).mp4		qǐng​ dài​ wǒ dào​ zhè​ lǐ​		
2	37	ASK	WEN	Ask (wèn).swf	Ask (wèn).mp4		wèn​		
2	38	MAY I ASK	QING WEN	May I Ask (qing wen).swf	May I Ask (qing wen).mp4		qǐng​ wèn​		
2	39	WRITE	XIE	Write(xie)_rev.swf	Write(xie)_rev.mp4		xiě​		
2	40	GO OUT	CHU	Go_out(chu)_rev.swf	GO(qu)_rev.mp4	GO(qu)_rev1.mp4	chū​		
2	41	COME OUT	CHU LAI	Come out (chu lai).swf	Come_out(chu lai).mp4		chū​ lái​		
2	42	PLEASE WRITE IT OUT	QING NI XIE CHU LAI	Please write it out (qing ni xie chu lai).swf	Please write it out (qing ni xie chu lai).mp4		qǐng nǐ​ xiě​ chū​ lái​		
2	43	GIVE 	GEI	Give (gei).swf	Give(gei)_rev.mp4		gěi​		
2	44	THING (UNIT)	GE     	thing (unit) (ge).swf	thing(unit)(ge)1.mp4		gè​		
2	45	I WANT THIS PLEASE	QING NI GEI WO ZHE GE	I Want This Please (qing ni gei wo zhe ge).swf	I Want This Please (qing ni gei wo zhe ge).mp4		qǐng nǐ​ gěi​ wǒ zhè​ gè​		
2	46	AGAIN 	ZAI	again(zai)1_rev.swf	again(zai)1_rev.mp4		zài​		
2	47	SEE	JIAN	See(jiàn).swf	See(jian)_rev.mp4		​jiàn​		
2	48	GOODBYE	ZAIJIAN	GOODBYE (zaijian).swf	GOODBYE_(zai_jian)1_rev.mp4		zài​jiàn​		
2	49	POINT	ZHI	Point (zhi).swf	Point(zhi)1_rev.mp4		zhǐ​		
2	50	PLEASE POINT OUT	QING ZHI CHU	Please point out (qing zhi chu).swf	Please point out (qing zhi chu).mp4		qǐng zhi3 chū​ 		
2	51	AT	ZAI  	AT (ZAI).swf	At(Zai4)2_rev.mp4		zài​ 		
2	52	WHERE IS...	ZAI NA LI...	Where Is(zai na li).swf	Where_Is(zai na li).mp4		…..zài​ nǎ​ lǐ​		
2	53	THANK YOU	XIE XIE	Thank you (xie xie).swf	thank_you(xie_xie)-NOSOUND.mp4		xiè​ xie​		
2	54	GUEST, CUSTOMER	KE	Customer, visitor, guest (kè).swf	customer_ visitor_ guest(kè)1_rev.mp4	customer_visitor_guest(ke).mp4	kè​		
2	55	GAS, AIR	QI	Gas, air (qi).swf	gas, air(qi)_rev.mp4		​qi​		
2	56	POLITE	KE QI	polite(ke qi)1_rev.swf	polite(ke qi)1_rev.mp4		kè​ qi 		
2	57	YOU'RE WELCOME	BU KE QI	You're welcome (bu ke qi).swf	You_re welcome (bu ke qi).mp4		bù​ kè ​qi​		
2	58	Possessive Particle like 's (apostrophe s)	DE	Possessive Particle like 's (der).swf	Possessive Particle like _s (der).mp4		De		
2	59	MY	WO DE	My - wo de.swf	My-wo_de.mp4		wǒ​ de​ 		
2	60	WORD	ZI 	Word (zi)	Word(zi)1.mp4		zì​		
2	61	NAME	MING + ZI	Name - Ming + zi.swf	Name-Ming+zi.mp4		míng​ + zì​		
2	62	IS	SHI	Is (shi).swf	Is(shi)1_rev.mp4		shì​		
3	64	MY NAME IS...	WO DE MING ZI SHI	My Name Is (wo de ming zi shi).swf	My Name Is (wo de ming zi shi).mp4		wǒ​ de​ míng​ zì​ shì​…..		
3	65	CAN, POSSIBLY	KE	Can_kě​.swf	Can_kě​.mp4		kě​		
3	66	CAN, ABLE TO	NENG	CAN ABLE TO (NENG).swf	CAN ABLE TO_Néng.mp4		​néng​		
3	67	MAYBE	KE NENG	MAYBE (KE NENG).swf	MAYBE(ke_neng)1_rev.mp4		kě​ néng​		
3	68	NO, or NOT	BU SHI	Negative prefix (bù)	Negative prefix(no bù)1_rev.mp4		bù ​shì​		
3	69	YES	SHI DE	Yes (shi de).swf	Yes (shi de).mp4		shì​ de		
3	70	LIKE	XI HUAN	LIKE (XI HUAN).swf	LIKE(xi huān)_rev2.mp4		xǐ​ huān​		
3	71	I DON'T LIKE	WO BU XI HUAN, WO BU XIHUAN	I Don't Like (wo bu xi huan).swf	I Don_t Like (wo bu xi huan).mp4		wǒ​ bù xǐ​ huān​		
3	72	I AM	WO SHI	I Am (wo shi).swf	I Am (wo shi).mp4		wǒ shì​		
3	73	I AM FROM	WO CONG... LAI	I Am From (wo cong).swf	I Am From (wo cong..mp4		wǒ cóng​…… lái​.		
3	74	ENGLISH (Part of a word)	YING	English(Ying)1_rev.swf	English(Ying)1_rev.mp4		Yīng​		
3	75	COUNTRY	GUO	country (guo).swf	country(guo)1_rev.mp4		​guó​		
3	76	HUMAN, PEOPLE, PERSON	REN	Human,people, person (REN).swf	Human_people(person_wern)_rev.mp4		​rén​		
3	77	BRITISH	YING GUO REN	British (ying guo ren).swf	British (ying guo ren).mp4		Yīng​ guó ​rén​		
3	78	BEAUTIFUL, PRETTY	MEI	Beautiful, pretty (Mei).swf	beautiful_pretty(Mei)_rev_1.mp4	beautiful, pretty(Mei)_rev.mp4	Měi​		
3	79	AMERICAN	MEI GUO REN	American (mei guo ren).swf	American (mei guo ren).mp4		Měi ​guó ​rén		
3	80	CENTER or MIDDLE/ CHINA	ZHONG	Center or Middle (zhong).swf	Center or Middle (zhong).mp4		Zhōng​		
3	81	CHINESE (People)	ZHONG GUO REN	Chinese People (zhong guo ren).swf	Chinese_People (zhong guo ren).mp4		Zhōng​ guó ​rén​		
3	82	BEAUTIFUL	MEI LI	BEAUTIFUL (MEI LI).swf	BEAUTIFUL(mei li).mp4	BEAUTIFUL(mei_li)_rev.mp4	měi​ lì​		
3	83	KIND	SHAN LIANG	kind (shan liang).swf	kind(shan_liang)_rev.mp4		shàn ​liáng​		
3	84	KIND	SHAN 	Kind - Shan.swf	Kind-Shan.mp4		shàn​		
3	85	GOOD	LIANG	Good - Liang.swf	Good-Liang.mp4		​liáng​		
3	86	BIG	DA 	BIG (DA).swf	Big(da)1_rev.mp4		dà​		
3	87	SQUARE (adj.)	FANG	SQUARE adj.swf	SQUARE adj.mp4		fāng​		
3	88	GENEROUS	DAFANG	GENEROUS (dafang).swf	GENEROUS(da_fang)_rev.mp4		dà​fāng​		
3	89	LEFT (DIRECTION)	ZUO 	LEFT (direction) (zuo).swf	LEFT (direction) (zuo)1_rev2.mp4		zuǒ​		
3	90	RIGHT	YOU	RIGHT(you).swf	RIGHT(you)2_rev.mp4		yòu​		
3	91	UP	SHANG	UP(shang)_rev.swf	UP(shang)1.mp4		shàng​		
3	92	DOWN, UNDER, AFTER	XIA	DOWN (xia).swf	DOWN(xia)_rev.mp4		xià​		
3	93	ELECTRIC, ELECTRICITY, ELECTRICAL	DIAN	Electric, electricity, electrical(dian).swf	Electric, electricity, electrical(dian)_rev.mp4		diàn		
4	95	WORDS (said)	HUA	Words(said)(hua)_rev.swf	Words(said)(hua)_rev.mp4		huà​ 		
4	96	PLEASE SPEAK ON MY PHONE	QING ZAI WO DE DIAN HUA SHANG JIANG	Please speak on my phone (qing zai wo dedian hua shang jiang).swf	Please speak on my phone (qing zai wo dedian hua shang jiang).mp4		qǐng​ zài​ wǒ​ de diàn ​huà​ shàng​ jiǎng​		
4	97	MAKE A NOUN PLURAL	MEN	Make a noun plural (men).swf	Make a noun plural (men).mp4		men		
4	98	WE	WO MEN	We (wo men).swf	We (wo men).mp4		wǒ ​men​		
4	99	NEED	XU	Need - xu.swf	Need - xu.mp4		xū​ yào​		
4	100	WANT	YAO	WANT(yao)_rev.swf	WANT(yao)3-NOSOUND.mp4		yào​		
4	101	LESS	SHAO	LESS (sho).swf	LESS_(sh_o)_rev.mp4		​shǎo​		
4	102	BUY	MAI	Buy (mi).swf	Buy(m_i)_rev.mp4		mǎi​		
4	103	CAN, TO BE ABLE	KE YI	Can, to be able (ke yi).swf	Can, to be able(ke yi)_rev.mp4		kě ​yǐ​		
4	104	YOU (PLURAL)	NI MEN	You_plural (ni men).swf	You_plural (ni men).mp4		nǐ​ men​		
4	105	GO	QU	GO (qu).swf	GO(qu)_rev.mp4	GO(qu)_rev1.mp4	qù​		
4	106	ELECTRIC	DIAN	Electric, electricity, electrical(dian).swf	Electric, electricity, electrical(dian)_rev.mp4		diàn		
4	107	MAIL	YOU	Mail - you.swf	Mail-you.mp4		yóu​		
4	108	EMAIL  	DIAN YOU	Email (dian_you).swf	Email(dian_you)_rev.mp4		diàn​ yóu​		
4	109	EARTH, GROUND	DI	Land, Earth (di).swf	Land, Earth(di)_rev.mp4		dì​		
4	110	LOCATION	ZHI	Location - zhi.swf	Location-zhi.mp4		zhǐ		
4	111	ADDRESS	DI ZHI	ADDRESS (DI ZHI).swf	Address(dìzh)_rev.mp4		dì​ zhǐ​ 		
4	112	EMAIL ADDRESS	DIAN YOU DI ZHI	Email Address - dian you di zhi.swf	Email_Address-dian_you_di_zhi.mp4		diàn ​yóu​ dì​ zhǐ​		
4	113	WEB	WANG 	Web - Wang.swf	Web-Wang.mp4		wǎng		
4	114	INTERNET	WANG LUO	Internet - Wang lou.swf	Internet-Wang_lou.mp4		wǎng ​luò​		
4	115	BUS  	BA SHI	BUS (ba shi).swf	BUS(ba shi)_rev.mp4		bā ​shì​		
4	116	STAND, STATION	ZHAN	Stand Station (zhan).swf	Stand_Station(zhan)_rev.mp4		zhàn​		
4	117	BUS STATION	BA SHI ZHAN	Bus Station (ba shi zhan).swf	Bus Station (ba shi zhan).mp4		bā ​shì​ zhàn​		
4	118	LAND, EARTH	DI  	Land, Earth (di).swf	Land, Earth(di)_rev.mp4		dì​		
4	119	METAL	TIE	metal (tie).swf	metal(tie)_rev.mp4		tiě​		
4	120	SUBWAY	DI TIE	SUBWAY (di tie).swf	Ainm_SUBWAY(di_tie)_rev.mp4		dì ​tiě​		
4	121	SUBWAY STATION	DI TIE ZHAN	Subway Station (di tie zhan).swf	Subway Station (di tie zhan).mp4		dì ​tiě​ zhàn​		
5	123	FIRE	HUO	Fire (huo).swf	Fire(huo)_rev.mp4		huǒ​		
5	124	CAR, VEHICLE	CHE	car vehicle (che).swf	car_vehicle(che)_rev.mp4		chē​		
5	125	TRAIN	HUO CHE	TRAIN(huo che).swf	TRAIN(huo che)_rev.mp4		huǒ​ chē​		
5	126	TRAIN STATION	HUO CHE ZHAN	Train Station - huo che zhan.swf	Train_Station-huo_che_zhan.mp4		huǒ​ chē​ zhàn​		
5	127	TAXI	DE SHI	TAXI(de_shi)_rev.swf	TAXI(de_shi)_rev_1-NOSOUND.mp4		dé​ shì​		
5	128	TAXI STAND	DE SHI ZHAN	Taxi Stand (de shin zhan).swf	Taxi Stand (de shin zhan).mp4		dé​ shì​ zhàn​		
5	129	BANK NOTE, TICKET	PIAO	BANK NOTE, TICKET (PIAO).swf	Bank note, ticket(piao)_rev.mp4		piào​		
5	130	TICKET	CHE PIAO	Ticket - Che piao.swf	Ticket-Che_piao.mp4		chē​ piào​		
5	131	LORRY	LUO LI	LORRY (luo li).swf	LORRY(luo_li)_rev.mp4		luó​ lǐ​		
5	132	MOTORBIKE	MO TUO CHE	Motorbike (mo tou che).swf	Motorbike (mo tou che).mp4		mó ​tuō ​chē​		
5	133	STEAM, VAPOR	QI	steam (qi).swf	steam(qi)_rev.mp4		qì​		
5	134	CAR 	QI CHE	CAR (qi che).swf	CAR(qi_che)_rev.mp4		qì ​chē​		
5	135	FLY	FEI	Fly (fei).swf	Fly(fei)_rev.mp4		fēi​		
5	136	MACHINE	JI	machine (ji).swf	machine(ji)_rev_1.mp4		​jī​		
5	137	PLANE	FEI JI	Plane (Fei Ji).swf	Plane (Fei Ji).mp4		fēi ​jī​		
5	138	OPEN SPACE, FIELD	CHANG	Field(chang)_rev.swf	Field(chang)_rev.mp4		​chǎng​		
5	139	AIRPORT	JI CHANG	Airport - Ji chang.swf	Airport-Ji_chang.mp4		jī​ chǎng​		
5	140	THREE	SAN	THREE(san).swf	THREE(san)_rev_1-NOSOUND.mp4	three(san)-NOSOUND.mp4	sān​		
5	141	WHEEL	LUN	wheel(lun)_rev.swf	wheel(lun)_rev_1-NOSOUND.mp4		​lún​		
5	142	TRISHAW	SAN LUN CHE	Trishaw (san lun che).swf	Trishaw (san lun che).mp4		sān ​lún​ chē​		
5	143	LEG	JIAO	Leg - Jiao.swf	Leg-Jiao.mp4		jiǎo​		
5	144	STEP	TA	step(ta).swf	step(ta)_rev.mp4		tà​		
5	145	BICYCLE	JIAOTACHE	BICYCLE(jiotache).swf	BICYCLE(ji_o_ta_che)_rev.mp4		jiǎo​tà​chē​		
5	146	TRAVEL	XING	Travel - xing.swf	Travel-xing.mp4		xíng​		
5	147	PLUM	LI	PLUM(li).swf	PLUM(li)_rev.mp4		lǐ​		
5	148	LUGGAGE	XING LI	Luggage - Xing li.swf	Luggage-Xing_li.mp4		xíng​ lǐ​		
5	149	COMPANY, CONTROL	SI	Company, Control - si.swf	Company,_Control-si.mp4		sī​		
5	150	DRIVER	SI JI	DRIVER (si ji).swf	DRIVER(si_ji)_rev.mp4		sī​ jī​		
5	151	TURN	ZHUAN	Turn (zhuan).swf	Turn (zhuan).mp4		zhuǎn​		
5	152	TURN LEFT	ZHUAN ZUO	Turn Left (zhuan zuo).swf	Turn Left (zhuan zuo).mp4		zhuǎn​ zuǒ​		
6	154	TURN RIGHT	ZHUAN YOU	Turn Right (zhuan you).swf	Turn Right (zhuan you).mp4		zhuǎn​ yòu​		
6	155	STRAIGHT	ZHI	Straight(zhi)1.swf	Straight(zhi)1.mp4		zhí​ 		
6	156	WALK, LEAVE, MOVE	ZOU	Walk, Leave, Move - Zou_rev.swf	Walk_leave_move(vehicle)_zu-NOSOUND.mp4		zǒu​		
6	157	GO STRAIGHT	ZHI ZOU	GO STRAIGHT(zhi zou).swf	GO STRAIGHT(zhi zou)_rev.mp4		zhí​ zǒu​		
6	158	BEHIND, BACK	HOU	Behind(hou).swf	Behind(hou)_rev.mp4		hòu​		
6	159	RETREAT, MOVE BACK, WITHDRAW	TUI	Retreat, move back, withdraw(tui).swf	Retreat_move back_withdraw(tui)_rev.mp4		​tuì​		
6	160	GO BACK	HOU TUI	Go Back (hou tui).swf	Go Back (hou tui).mp4		hòu tuì​		
6	161	COW	NIU	Cow(niu).swf	Cow(niu)_rev.mp4		niú​		
6	162	MILK	NAI	Milk - nai.swf	Milk-nai.mp4		​nǎi​		
